date,state,parlimen,dun,sex,age,ethnicity,population
1/1/2022,Kelantan,P.021 Kota Bharu,N.10 Bunut Payong,both,overall,citizen,43.4
1/1/2022,Kelantan,P.021 Kota Bharu,N.10 Bunut Payong,both,overall,noncitizen,1.1
1/1/2022,Kelantan,P.021 Kota Bharu,N.10 Bunut Payong,female,overall,overall,24.2
1/1/2022,Kelantan,P.021 Kota Bharu,N.10 Bunut Payong,male,overall,overall,20.4
1/1/2020,Kelantan,P.022 Pasir Mas,N.11 Tendong,both,overall,overall,41.869
1/1/2020,Kelantan,P.022 Pasir Mas,N.11 Tendong,both,overall,citizen,41.661
1/1/2020,Kelantan,P.022 Pasir Mas,N.11 Tendong,both,overall,noncitizen,0.208
1/1/2020,Kelantan,P.022 Pasir Mas,N.11 Tendong,female,overall,overall,20.823
1/1/2020,Kelantan,P.022 Pasir Mas,N.11 Tendong,male,overall,overall,21.046
1/1/2021,Kelantan,P.022 Pasir Mas,N.11 Tendong,both,overall,overall,42.3
1/1/2021,Kelantan,P.022 Pasir Mas,N.11 Tendong,both,overall,citizen,42.1
1/1/2021,Kelantan,P.022 Pasir Mas,N.11 Tendong,both,overall,noncitizen,0.2
1/1/2021,Kelantan,P.022 Pasir Mas,N.11 Tendong,female,overall,overall,21.1
1/1/2021,Kelantan,P.022 Pasir Mas,N.11 Tendong,male,overall,overall,21.3
1/1/2022,Kelantan,P.022 Pasir Mas,N.11 Tendong,both,overall,overall,42.7
1/1/2022,Kelantan,P.022 Pasir Mas,N.11 Tendong,both,overall,citizen,42.5
1/1/2022,Kelantan,P.022 Pasir Mas,N.11 Tendong,both,overall,noncitizen,0.2
1/1/2022,Kelantan,P.022 Pasir Mas,N.11 Tendong,female,overall,overall,21.3
1/1/2022,Kelantan,P.022 Pasir Mas,N.11 Tendong,male,overall,overall,21.5
1/1/2020,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,both,overall,overall,37.373
1/1/2020,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,both,overall,citizen,37.164
1/1/2020,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,both,overall,noncitizen,0.209
1/1/2020,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,female,overall,overall,18.551
1/1/2020,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,male,overall,overall,18.822
1/1/2021,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,both,overall,overall,37.8
1/1/2021,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,both,overall,citizen,37.6
1/1/2021,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,both,overall,noncitizen,0.2
1/1/2021,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,female,overall,overall,18.8
1/1/2021,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,male,overall,overall,19
1/1/2022,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,both,overall,overall,38.1
1/1/2022,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,both,overall,citizen,37.9
1/1/2022,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,both,overall,noncitizen,0.2
1/1/2022,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,female,overall,overall,18.9
1/1/2022,Kelantan,P.022 Pasir Mas,N.12 Pengkalan Pasir,male,overall,overall,19.2
1/1/2020,Kelantan,P.022 Pasir Mas,N.13 Meranti,both,overall,overall,34.234
1/1/2020,Kelantan,P.022 Pasir Mas,N.13 Meranti,both,overall,citizen,33.913
1/1/2020,Kelantan,P.022 Pasir Mas,N.13 Meranti,both,overall,noncitizen,0.321
1/1/2020,Kelantan,P.022 Pasir Mas,N.13 Meranti,female,overall,overall,16.725
1/1/2020,Kelantan,P.022 Pasir Mas,N.13 Meranti,male,overall,overall,17.509
1/1/2021,Kelantan,P.022 Pasir Mas,N.13 Meranti,both,overall,overall,34.6
1/1/2021,Kelantan,P.022 Pasir Mas,N.13 Meranti,both,overall,citizen,34.3
1/1/2021,Kelantan,P.022 Pasir Mas,N.13 Meranti,both,overall,noncitizen,0.3
1/1/2021,Kelantan,P.022 Pasir Mas,N.13 Meranti,female,overall,overall,16.9
1/1/2021,Kelantan,P.022 Pasir Mas,N.13 Meranti,male,overall,overall,17.7
1/1/2022,Kelantan,P.022 Pasir Mas,N.13 Meranti,both,overall,overall,34.9
1/1/2022,Kelantan,P.022 Pasir Mas,N.13 Meranti,both,overall,citizen,34.6
1/1/2022,Kelantan,P.022 Pasir Mas,N.13 Meranti,both,overall,noncitizen,0.3
1/1/2022,Kelantan,P.022 Pasir Mas,N.13 Meranti,female,overall,overall,17.1
1/1/2022,Kelantan,P.022 Pasir Mas,N.13 Meranti,male,overall,overall,17.9
1/1/2020,Kelantan,P.023 Rantau Panjang,N.14 Chetok,both,overall,overall,32.989
1/1/2020,Kelantan,P.023 Rantau Panjang,N.14 Chetok,both,overall,citizen,32.905
1/1/2020,Kelantan,P.023 Rantau Panjang,N.14 Chetok,both,overall,noncitizen,0.084
1/1/2020,Kelantan,P.023 Rantau Panjang,N.14 Chetok,female,overall,overall,16.553
1/1/2020,Kelantan,P.023 Rantau Panjang,N.14 Chetok,male,overall,overall,16.436
1/1/2021,Kelantan,P.023 Rantau Panjang,N.14 Chetok,both,overall,overall,33.4
1/1/2021,Kelantan,P.023 Rantau Panjang,N.14 Chetok,both,overall,citizen,33.3
1/1/2021,Kelantan,P.023 Rantau Panjang,N.14 Chetok,both,overall,noncitizen,0.1
1/1/2021,Kelantan,P.023 Rantau Panjang,N.14 Chetok,female,overall,overall,16.7
1/1/2021,Kelantan,P.023 Rantau Panjang,N.14 Chetok,male,overall,overall,16.6
1/1/2022,Kelantan,P.023 Rantau Panjang,N.14 Chetok,both,overall,overall,33.7
1/1/2022,Kelantan,P.023 Rantau Panjang,N.14 Chetok,both,overall,citizen,33.6
1/1/2022,Kelantan,P.023 Rantau Panjang,N.14 Chetok,both,overall,noncitizen,0.1
1/1/2022,Kelantan,P.023 Rantau Panjang,N.14 Chetok,female,overall,overall,16.9
1/1/2022,Kelantan,P.023 Rantau Panjang,N.14 Chetok,male,overall,overall,16.8
1/1/2020,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,both,overall,overall,41.77
1/1/2020,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,both,overall,citizen,40.713
1/1/2020,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,both,overall,noncitizen,1.057
1/1/2020,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,female,overall,overall,20.51
1/1/2020,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,male,overall,overall,21.26
1/1/2021,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,both,overall,overall,42.2
1/1/2021,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,both,overall,citizen,41.2
1/1/2021,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,both,overall,noncitizen,1
1/1/2021,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,female,overall,overall,20.7
1/1/2021,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,male,overall,overall,21.5
1/1/2022,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,both,overall,overall,42.6
1/1/2022,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,both,overall,citizen,41.6
1/1/2022,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,both,overall,noncitizen,1
1/1/2022,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,female,overall,overall,21
1/1/2022,Kelantan,P.023 Rantau Panjang,N.15 Gual Periok,male,overall,overall,21.7
1/1/2020,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,both,overall,overall,42.189
1/1/2020,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,both,overall,citizen,41.542
1/1/2020,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,both,overall,noncitizen,0.647
1/1/2020,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,female,overall,overall,20.506
1/1/2020,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,male,overall,overall,21.683
1/1/2021,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,both,overall,overall,42.7
1/1/2021,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,both,overall,citizen,42
1/1/2021,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,both,overall,noncitizen,0.6
1/1/2021,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,female,overall,overall,20.7
1/1/2021,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,male,overall,overall,21.9
1/1/2022,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,both,overall,overall,43.1
1/1/2022,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,both,overall,citizen,42.5
1/1/2022,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,both,overall,noncitizen,0.6
1/1/2022,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,female,overall,overall,20.9
1/1/2022,Kelantan,P.023 Rantau Panjang,N.16 Apam Putra,male,overall,overall,22.1
1/1/2020,Kelantan,P.024 Kubang Kerian,N.17 Salor,both,overall,overall,43.53
1/1/2020,Kelantan,P.024 Kubang Kerian,N.17 Salor,both,overall,citizen,42.524
1/1/2020,Kelantan,P.024 Kubang Kerian,N.17 Salor,both,overall,noncitizen,1.006
1/1/2020,Kelantan,P.024 Kubang Kerian,N.17 Salor,female,overall,overall,21.358
1/1/2020,Kelantan,P.024 Kubang Kerian,N.17 Salor,male,overall,overall,22.172
1/1/2021,Kelantan,P.024 Kubang Kerian,N.17 Salor,both,overall,overall,44
1/1/2021,Kelantan,P.024 Kubang Kerian,N.17 Salor,both,overall,citizen,43
1/1/2021,Kelantan,P.024 Kubang Kerian,N.17 Salor,both,overall,noncitizen,1
1/1/2021,Kelantan,P.024 Kubang Kerian,N.17 Salor,female,overall,overall,21.6
1/1/2021,Kelantan,P.024 Kubang Kerian,N.17 Salor,male,overall,overall,22.4
1/1/2022,Kelantan,P.024 Kubang Kerian,N.17 Salor,both,overall,overall,44.4
1/1/2022,Kelantan,P.024 Kubang Kerian,N.17 Salor,both,overall,citizen,43.5
1/1/2022,Kelantan,P.024 Kubang Kerian,N.17 Salor,both,overall,noncitizen,0.9
1/1/2022,Kelantan,P.024 Kubang Kerian,N.17 Salor,female,overall,overall,21.8
1/1/2022,Kelantan,P.024 Kubang Kerian,N.17 Salor,male,overall,overall,22.6
1/1/2020,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,both,overall,overall,59.842
1/1/2020,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,both,overall,citizen,58.726
1/1/2020,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,both,overall,noncitizen,1.116
1/1/2020,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,female,overall,overall,29.759
1/1/2020,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,male,overall,overall,30.083
1/1/2021,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,both,overall,overall,60.5
1/1/2021,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,both,overall,citizen,59.4
1/1/2021,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,both,overall,noncitizen,1.1
1/1/2021,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,female,overall,overall,30.1
1/1/2021,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,male,overall,overall,30.4
1/1/2022,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,both,overall,overall,61.1
1/1/2022,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,both,overall,citizen,60
1/1/2022,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,both,overall,noncitizen,1
1/1/2022,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,female,overall,overall,30.4
1/1/2022,Kelantan,P.024 Kubang Kerian,N.18 Pasir Tumboh,male,overall,overall,30.7
1/1/2020,Kelantan,P.024 Kubang Kerian,N.19 Demit,both,overall,overall,53.255
1/1/2020,Kelantan,P.024 Kubang Kerian,N.19 Demit,both,overall,citizen,52.187
1/1/2020,Kelantan,P.024 Kubang Kerian,N.19 Demit,both,overall,noncitizen,1.068
1/1/2020,Kelantan,P.024 Kubang Kerian,N.19 Demit,female,overall,overall,27.46
1/1/2020,Kelantan,P.024 Kubang Kerian,N.19 Demit,male,overall,overall,25.795
1/1/2021,Kelantan,P.024 Kubang Kerian,N.19 Demit,both,overall,overall,53.8
1/1/2021,Kelantan,P.024 Kubang Kerian,N.19 Demit,both,overall,citizen,52.8
1/1/2021,Kelantan,P.024 Kubang Kerian,N.19 Demit,both,overall,noncitizen,1.1
1/1/2021,Kelantan,P.024 Kubang Kerian,N.19 Demit,female,overall,overall,27.8
1/1/2021,Kelantan,P.024 Kubang Kerian,N.19 Demit,male,overall,overall,26.1
1/1/2022,Kelantan,P.024 Kubang Kerian,N.19 Demit,both,overall,overall,54.3
1/1/2022,Kelantan,P.024 Kubang Kerian,N.19 Demit,both,overall,citizen,53.4
1/1/2022,Kelantan,P.024 Kubang Kerian,N.19 Demit,both,overall,noncitizen,1
1/1/2022,Kelantan,P.024 Kubang Kerian,N.19 Demit,female,overall,overall,28
1/1/2022,Kelantan,P.024 Kubang Kerian,N.19 Demit,male,overall,overall,26.3
1/1/2020,Kelantan,P.025 Bachok,N.20 Tawang,both,overall,overall,55.758
1/1/2020,Kelantan,P.025 Bachok,N.20 Tawang,both,overall,citizen,55.22
1/1/2020,Kelantan,P.025 Bachok,N.20 Tawang,both,overall,noncitizen,0.538
1/1/2020,Kelantan,P.025 Bachok,N.20 Tawang,female,overall,overall,28.334
1/1/2020,Kelantan,P.025 Bachok,N.20 Tawang,male,overall,overall,27.424
1/1/2021,Kelantan,P.025 Bachok,N.20 Tawang,both,overall,overall,56.4
1/1/2021,Kelantan,P.025 Bachok,N.20 Tawang,both,overall,citizen,55.8
1/1/2021,Kelantan,P.025 Bachok,N.20 Tawang,both,overall,noncitizen,0.5
1/1/2021,Kelantan,P.025 Bachok,N.20 Tawang,female,overall,overall,28.7
1/1/2021,Kelantan,P.025 Bachok,N.20 Tawang,male,overall,overall,27.7
1/1/2022,Kelantan,P.025 Bachok,N.20 Tawang,both,overall,overall,56.9
1/1/2022,Kelantan,P.025 Bachok,N.20 Tawang,both,overall,citizen,56.4
1/1/2022,Kelantan,P.025 Bachok,N.20 Tawang,both,overall,noncitizen,0.5
1/1/2022,Kelantan,P.025 Bachok,N.20 Tawang,female,overall,overall,28.9
1/1/2022,Kelantan,P.025 Bachok,N.20 Tawang,male,overall,overall,28
1/1/2020,Kelantan,P.025 Bachok,N.21 Pantai Irama,both,overall,overall,55.583
1/1/2020,Kelantan,P.025 Bachok,N.21 Pantai Irama,both,overall,citizen,55.205
1/1/2020,Kelantan,P.025 Bachok,N.21 Pantai Irama,both,overall,noncitizen,0.378
1/1/2020,Kelantan,P.025 Bachok,N.21 Pantai Irama,female,overall,overall,28.657
1/1/2020,Kelantan,P.025 Bachok,N.21 Pantai Irama,male,overall,overall,26.926
1/1/2021,Kelantan,P.025 Bachok,N.21 Pantai Irama,both,overall,overall,56.2
1/1/2021,Kelantan,P.025 Bachok,N.21 Pantai Irama,both,overall,citizen,55.8
1/1/2021,Kelantan,P.025 Bachok,N.21 Pantai Irama,both,overall,noncitizen,0.4
1/1/2021,Kelantan,P.025 Bachok,N.21 Pantai Irama,female,overall,overall,29
1/1/2021,Kelantan,P.025 Bachok,N.21 Pantai Irama,male,overall,overall,27.2
1/1/2022,Kelantan,P.025 Bachok,N.21 Pantai Irama,both,overall,overall,56.7
1/1/2022,Kelantan,P.025 Bachok,N.21 Pantai Irama,both,overall,citizen,56.4
1/1/2022,Kelantan,P.025 Bachok,N.21 Pantai Irama,both,overall,noncitizen,0.4
1/1/2022,Kelantan,P.025 Bachok,N.21 Pantai Irama,female,overall,overall,29.3
1/1/2022,Kelantan,P.025 Bachok,N.21 Pantai Irama,male,overall,overall,27.5
1/1/2020,Kelantan,P.025 Bachok,N.22 Jelawat,both,overall,overall,45.95
1/1/2020,Kelantan,P.025 Bachok,N.22 Jelawat,both,overall,citizen,45.705
1/1/2020,Kelantan,P.025 Bachok,N.22 Jelawat,both,overall,noncitizen,0.245
1/1/2020,Kelantan,P.025 Bachok,N.22 Jelawat,female,overall,overall,24.088
1/1/2020,Kelantan,P.025 Bachok,N.22 Jelawat,male,overall,overall,21.862
1/1/2021,Kelantan,P.025 Bachok,N.22 Jelawat,both,overall,overall,46.5
1/1/2021,Kelantan,P.025 Bachok,N.22 Jelawat,both,overall,citizen,46.2
1/1/2021,Kelantan,P.025 Bachok,N.22 Jelawat,both,overall,noncitizen,0.2
1/1/2021,Kelantan,P.025 Bachok,N.22 Jelawat,female,overall,overall,24.4
1/1/2021,Kelantan,P.025 Bachok,N.22 Jelawat,male,overall,overall,22.1
1/1/2022,Kelantan,P.025 Bachok,N.22 Jelawat,both,overall,overall,46.9
1/1/2022,Kelantan,P.025 Bachok,N.22 Jelawat,both,overall,citizen,46.7
1/1/2022,Kelantan,P.025 Bachok,N.22 Jelawat,both,overall,noncitizen,0.2
1/1/2022,Kelantan,P.025 Bachok,N.22 Jelawat,female,overall,overall,24.6
1/1/2022,Kelantan,P.025 Bachok,N.22 Jelawat,male,overall,overall,22.3
1/1/2020,Kelantan,P.026 Ketereh,N.23 Melor,both,overall,overall,33.538
1/1/2020,Kelantan,P.026 Ketereh,N.23 Melor,both,overall,citizen,33.167
1/1/2020,Kelantan,P.026 Ketereh,N.23 Melor,both,overall,noncitizen,0.371
1/1/2020,Kelantan,P.026 Ketereh,N.23 Melor,female,overall,overall,16.903
1/1/2020,Kelantan,P.026 Ketereh,N.23 Melor,male,overall,overall,16.635
1/1/2021,Kelantan,P.026 Ketereh,N.23 Melor,both,overall,overall,33.9
1/1/2021,Kelantan,P.026 Ketereh,N.23 Melor,both,overall,citizen,33.5
1/1/2021,Kelantan,P.026 Ketereh,N.23 Melor,both,overall,noncitizen,0.4
1/1/2021,Kelantan,P.026 Ketereh,N.23 Melor,female,overall,overall,17.1
1/1/2021,Kelantan,P.026 Ketereh,N.23 Melor,male,overall,overall,16.8
1/1/2022,Kelantan,P.026 Ketereh,N.23 Melor,both,overall,overall,34.2
1/1/2022,Kelantan,P.026 Ketereh,N.23 Melor,both,overall,citizen,33.9
1/1/2022,Kelantan,P.026 Ketereh,N.23 Melor,both,overall,noncitizen,0.3
1/1/2022,Kelantan,P.026 Ketereh,N.23 Melor,female,overall,overall,17.3
1/1/2022,Kelantan,P.026 Ketereh,N.23 Melor,male,overall,overall,17
1/1/2020,Kelantan,P.026 Ketereh,N.24 Kadok,both,overall,overall,25.339
1/1/2020,Kelantan,P.026 Ketereh,N.24 Kadok,both,overall,citizen,24.746
1/1/2020,Kelantan,P.026 Ketereh,N.24 Kadok,both,overall,noncitizen,0.593
1/1/2020,Kelantan,P.026 Ketereh,N.24 Kadok,female,overall,overall,12.462
1/1/2020,Kelantan,P.026 Ketereh,N.24 Kadok,male,overall,overall,12.877
1/1/2021,Kelantan,P.026 Ketereh,N.24 Kadok,both,overall,overall,25.6
1/1/2021,Kelantan,P.026 Ketereh,N.24 Kadok,both,overall,citizen,25
1/1/2021,Kelantan,P.026 Ketereh,N.24 Kadok,both,overall,noncitizen,0.6
1/1/2021,Kelantan,P.026 Ketereh,N.24 Kadok,female,overall,overall,12.6
1/1/2021,Kelantan,P.026 Ketereh,N.24 Kadok,male,overall,overall,13
1/1/2022,Kelantan,P.026 Ketereh,N.24 Kadok,both,overall,overall,25.9
1/1/2022,Kelantan,P.026 Ketereh,N.24 Kadok,both,overall,citizen,25.3
1/1/2022,Kelantan,P.026 Ketereh,N.24 Kadok,both,overall,noncitizen,0.6
1/1/2022,Kelantan,P.026 Ketereh,N.24 Kadok,female,overall,overall,12.7
1/1/2022,Kelantan,P.026 Ketereh,N.24 Kadok,male,overall,overall,13.1
1/1/2020,Kelantan,P.026 Ketereh,N.25 Kok Lanas,both,overall,overall,49.571
1/1/2020,Kelantan,P.026 Ketereh,N.25 Kok Lanas,both,overall,citizen,48.975
1/1/2020,Kelantan,P.026 Ketereh,N.25 Kok Lanas,both,overall,noncitizen,0.596
1/1/2020,Kelantan,P.026 Ketereh,N.25 Kok Lanas,female,overall,overall,22.496
1/1/2020,Kelantan,P.026 Ketereh,N.25 Kok Lanas,male,overall,overall,27.075
1/1/2021,Kelantan,P.026 Ketereh,N.25 Kok Lanas,both,overall,overall,50.1
1/1/2021,Kelantan,P.026 Ketereh,N.25 Kok Lanas,both,overall,citizen,49.5
1/1/2021,Kelantan,P.026 Ketereh,N.25 Kok Lanas,both,overall,noncitizen,0.6
1/1/2021,Kelantan,P.026 Ketereh,N.25 Kok Lanas,female,overall,overall,22.8
1/1/2021,Kelantan,P.026 Ketereh,N.25 Kok Lanas,male,overall,overall,27.4
1/1/2022,Kelantan,P.026 Ketereh,N.25 Kok Lanas,both,overall,overall,50.6
1/1/2022,Kelantan,P.026 Ketereh,N.25 Kok Lanas,both,overall,citizen,50
1/1/2022,Kelantan,P.026 Ketereh,N.25 Kok Lanas,both,overall,noncitizen,0.6
1/1/2022,Kelantan,P.026 Ketereh,N.25 Kok Lanas,female,overall,overall,23
1/1/2022,Kelantan,P.026 Ketereh,N.25 Kok Lanas,male,overall,overall,27.6
1/1/2020,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,both,overall,overall,68.462
1/1/2020,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,both,overall,citizen,66.324
1/1/2020,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,both,overall,noncitizen,2.138
1/1/2020,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,female,overall,overall,33.463
1/1/2020,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,male,overall,overall,34.999
1/1/2021,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,both,overall,overall,69.2
1/1/2021,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,both,overall,citizen,67.1
1/1/2021,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,both,overall,noncitizen,2.1
1/1/2021,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,female,overall,overall,33.8
1/1/2021,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,male,overall,overall,35.4
1/1/2022,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,both,overall,overall,69.9
1/1/2022,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,both,overall,citizen,67.9
1/1/2022,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,both,overall,noncitizen,2
1/1/2022,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,female,overall,overall,34.2
1/1/2022,Kelantan,P.027 Tanah Merah,N.26 Bukit Panau,male,overall,overall,35.7
1/1/2020,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,both,overall,overall,30.331
1/1/2020,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,both,overall,citizen,29.623
1/1/2020,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,both,overall,noncitizen,0.708
1/1/2020,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,female,overall,overall,14.531
1/1/2020,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,male,overall,overall,15.8
1/1/2021,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,both,overall,overall,30.7
1/1/2021,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,both,overall,citizen,30
1/1/2021,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,both,overall,noncitizen,0.7
1/1/2021,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,female,overall,overall,14.7
1/1/2021,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,male,overall,overall,16
1/1/2022,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,both,overall,overall,31
1/1/2022,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,both,overall,citizen,30.3
1/1/2022,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,both,overall,noncitizen,0.7
1/1/2022,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,female,overall,overall,14.8
1/1/2022,Kelantan,P.027 Tanah Merah,N.27 Gual Ipoh,male,overall,overall,16.1
1/1/2020,Kelantan,P.027 Tanah Merah,N.28 Kemahang,both,overall,overall,27.677
1/1/2020,Kelantan,P.027 Tanah Merah,N.28 Kemahang,both,overall,citizen,26.915
1/1/2020,Kelantan,P.027 Tanah Merah,N.28 Kemahang,both,overall,noncitizen,0.762
1/1/2020,Kelantan,P.027 Tanah Merah,N.28 Kemahang,female,overall,overall,13.348
1/1/2020,Kelantan,P.027 Tanah Merah,N.28 Kemahang,male,overall,overall,14.329
1/1/2021,Kelantan,P.027 Tanah Merah,N.28 Kemahang,both,overall,overall,28
1/1/2021,Kelantan,P.027 Tanah Merah,N.28 Kemahang,both,overall,citizen,27.2
1/1/2021,Kelantan,P.027 Tanah Merah,N.28 Kemahang,both,overall,noncitizen,0.8
1/1/2021,Kelantan,P.027 Tanah Merah,N.28 Kemahang,female,overall,overall,13.5
1/1/2021,Kelantan,P.027 Tanah Merah,N.28 Kemahang,male,overall,overall,14.5
1/1/2022,Kelantan,P.027 Tanah Merah,N.28 Kemahang,both,overall,overall,28.2
1/1/2022,Kelantan,P.027 Tanah Merah,N.28 Kemahang,both,overall,citizen,27.5
1/1/2022,Kelantan,P.027 Tanah Merah,N.28 Kemahang,both,overall,noncitizen,0.7
1/1/2022,Kelantan,P.027 Tanah Merah,N.28 Kemahang,female,overall,overall,13.6
1/1/2022,Kelantan,P.027 Tanah Merah,N.28 Kemahang,male,overall,overall,14.6
1/1/2020,Kelantan,P.028 Pasir Puteh,N.29 Selising,both,overall,overall,35.575
1/1/2020,Kelantan,P.028 Pasir Puteh,N.29 Selising,both,overall,citizen,35.217
1/1/2020,Kelantan,P.028 Pasir Puteh,N.29 Selising,both,overall,noncitizen,0.358
1/1/2020,Kelantan,P.028 Pasir Puteh,N.29 Selising,female,overall,overall,18.125
1/1/2020,Kelantan,P.028 Pasir Puteh,N.29 Selising,male,overall,overall,17.45
1/1/2021,Kelantan,P.028 Pasir Puteh,N.29 Selising,both,overall,overall,36
1/1/2021,Kelantan,P.028 Pasir Puteh,N.29 Selising,both,overall,citizen,35.6
1/1/2021,Kelantan,P.028 Pasir Puteh,N.29 Selising,both,overall,noncitizen,0.4
1/1/2021,Kelantan,P.028 Pasir Puteh,N.29 Selising,female,overall,overall,18.3
1/1/2021,Kelantan,P.028 Pasir Puteh,N.29 Selising,male,overall,overall,17.6
1/1/2022,Kelantan,P.028 Pasir Puteh,N.29 Selising,both,overall,overall,36.3
1/1/2022,Kelantan,P.028 Pasir Puteh,N.29 Selising,both,overall,citizen,36
1/1/2022,Kelantan,P.028 Pasir Puteh,N.29 Selising,both,overall,noncitizen,0.3
1/1/2022,Kelantan,P.028 Pasir Puteh,N.29 Selising,female,overall,overall,18.5
1/1/2022,Kelantan,P.028 Pasir Puteh,N.29 Selising,male,overall,overall,17.8
1/1/2020,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,both,overall,overall,43.164
1/1/2020,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,both,overall,citizen,42.961
1/1/2020,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,both,overall,noncitizen,0.203
1/1/2020,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,female,overall,overall,21.817
