date,state,parlimen,dun,sex,age,ethnicity,population
1/1/2022,Johor,P.161 Pulai,N.46 Perling,both,overall,noncitizen,6.4
1/1/2022,Johor,P.161 Pulai,N.46 Perling,female,overall,overall,92.7
1/1/2022,Johor,P.161 Pulai,N.46 Perling,male,overall,overall,97.6
1/1/2020,Johor,P.161 Pulai,N.47 Kempas,both,overall,overall,102.118
1/1/2020,Johor,P.161 Pulai,N.47 Kempas,both,overall,citizen,91.678
1/1/2020,Johor,P.161 Pulai,N.47 Kempas,both,overall,noncitizen,10.44
1/1/2020,Johor,P.161 Pulai,N.47 Kempas,female,overall,overall,48.341
1/1/2020,Johor,P.161 Pulai,N.47 Kempas,male,overall,overall,53.777
1/1/2021,Johor,P.161 Pulai,N.47 Kempas,both,overall,overall,102.4
1/1/2021,Johor,P.161 Pulai,N.47 Kempas,both,overall,citizen,92.6
1/1/2021,Johor,P.161 Pulai,N.47 Kempas,both,overall,noncitizen,9.8
1/1/2021,Johor,P.161 Pulai,N.47 Kempas,female,overall,overall,48.7
1/1/2021,Johor,P.161 Pulai,N.47 Kempas,male,overall,overall,53.7
1/1/2022,Johor,P.161 Pulai,N.47 Kempas,both,overall,overall,102.5
1/1/2022,Johor,P.161 Pulai,N.47 Kempas,both,overall,citizen,93.4
1/1/2022,Johor,P.161 Pulai,N.47 Kempas,both,overall,noncitizen,9
1/1/2022,Johor,P.161 Pulai,N.47 Kempas,female,overall,overall,48.9
1/1/2022,Johor,P.161 Pulai,N.47 Kempas,male,overall,overall,53.5
1/1/2020,Johor,P.162 Iskandar Puteri,N.48 Skudai,both,overall,overall,137.832
1/1/2020,Johor,P.162 Iskandar Puteri,N.48 Skudai,both,overall,citizen,132.522
1/1/2020,Johor,P.162 Iskandar Puteri,N.48 Skudai,both,overall,noncitizen,5.31
1/1/2020,Johor,P.162 Iskandar Puteri,N.48 Skudai,female,overall,overall,64.955
1/1/2020,Johor,P.162 Iskandar Puteri,N.48 Skudai,male,overall,overall,72.877
1/1/2021,Johor,P.162 Iskandar Puteri,N.48 Skudai,both,overall,overall,138.2
1/1/2021,Johor,P.162 Iskandar Puteri,N.48 Skudai,both,overall,citizen,133.2
1/1/2021,Johor,P.162 Iskandar Puteri,N.48 Skudai,both,overall,noncitizen,5
1/1/2021,Johor,P.162 Iskandar Puteri,N.48 Skudai,female,overall,overall,65.4
1/1/2021,Johor,P.162 Iskandar Puteri,N.48 Skudai,male,overall,overall,72.8
1/1/2022,Johor,P.162 Iskandar Puteri,N.48 Skudai,both,overall,overall,138.3
1/1/2022,Johor,P.162 Iskandar Puteri,N.48 Skudai,both,overall,citizen,133.7
1/1/2022,Johor,P.162 Iskandar Puteri,N.48 Skudai,both,overall,noncitizen,4.6
1/1/2022,Johor,P.162 Iskandar Puteri,N.48 Skudai,female,overall,overall,65.7
1/1/2022,Johor,P.162 Iskandar Puteri,N.48 Skudai,male,overall,overall,72.6
1/1/2020,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,both,overall,overall,309.865
1/1/2020,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,both,overall,citizen,284.644
1/1/2020,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,both,overall,noncitizen,25.221
1/1/2020,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,female,overall,overall,146.93
1/1/2020,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,male,overall,overall,162.935
1/1/2021,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,both,overall,overall,310.7
1/1/2021,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,both,overall,citizen,287.1
1/1/2021,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,both,overall,noncitizen,23.6
1/1/2021,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,female,overall,overall,147.9
1/1/2021,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,male,overall,overall,162.7
1/1/2022,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,both,overall,overall,310.9
1/1/2022,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,both,overall,citizen,289.1
1/1/2022,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,both,overall,noncitizen,21.8
1/1/2022,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,female,overall,overall,148.7
1/1/2022,Johor,P.162 Iskandar Puteri,N.49 Kota Iskandar,male,overall,overall,162.2
1/1/2020,Johor,P.163 Kulai,N.50 Bukit Permai,both,overall,overall,77.377
1/1/2020,Johor,P.163 Kulai,N.50 Bukit Permai,both,overall,citizen,72.737
1/1/2020,Johor,P.163 Kulai,N.50 Bukit Permai,both,overall,noncitizen,4.64
1/1/2020,Johor,P.163 Kulai,N.50 Bukit Permai,female,overall,overall,36.879
1/1/2020,Johor,P.163 Kulai,N.50 Bukit Permai,male,overall,overall,40.498
1/1/2021,Johor,P.163 Kulai,N.50 Bukit Permai,both,overall,overall,77.6
1/1/2021,Johor,P.163 Kulai,N.50 Bukit Permai,both,overall,citizen,73.3
1/1/2021,Johor,P.163 Kulai,N.50 Bukit Permai,both,overall,noncitizen,4.3
1/1/2021,Johor,P.163 Kulai,N.50 Bukit Permai,female,overall,overall,37.1
1/1/2021,Johor,P.163 Kulai,N.50 Bukit Permai,male,overall,overall,40.5
1/1/2022,Johor,P.163 Kulai,N.50 Bukit Permai,both,overall,overall,77.6
1/1/2022,Johor,P.163 Kulai,N.50 Bukit Permai,both,overall,citizen,73.6
1/1/2022,Johor,P.163 Kulai,N.50 Bukit Permai,both,overall,noncitizen,4
1/1/2022,Johor,P.163 Kulai,N.50 Bukit Permai,female,overall,overall,37.3
1/1/2022,Johor,P.163 Kulai,N.50 Bukit Permai,male,overall,overall,40.3
1/1/2020,Johor,P.163 Kulai,N.51 Bukit Batu,both,overall,overall,81.646
1/1/2020,Johor,P.163 Kulai,N.51 Bukit Batu,both,overall,citizen,76.513
1/1/2020,Johor,P.163 Kulai,N.51 Bukit Batu,both,overall,noncitizen,5.133
1/1/2020,Johor,P.163 Kulai,N.51 Bukit Batu,female,overall,overall,38.846
1/1/2020,Johor,P.163 Kulai,N.51 Bukit Batu,male,overall,overall,42.8
1/1/2021,Johor,P.163 Kulai,N.51 Bukit Batu,both,overall,overall,81.9
1/1/2021,Johor,P.163 Kulai,N.51 Bukit Batu,both,overall,citizen,77.1
1/1/2021,Johor,P.163 Kulai,N.51 Bukit Batu,both,overall,noncitizen,4.8
1/1/2021,Johor,P.163 Kulai,N.51 Bukit Batu,female,overall,overall,39.1
1/1/2021,Johor,P.163 Kulai,N.51 Bukit Batu,male,overall,overall,42.8
1/1/2022,Johor,P.163 Kulai,N.51 Bukit Batu,both,overall,overall,81.9
1/1/2022,Johor,P.163 Kulai,N.51 Bukit Batu,both,overall,citizen,77.5
1/1/2022,Johor,P.163 Kulai,N.51 Bukit Batu,both,overall,noncitizen,4.4
1/1/2022,Johor,P.163 Kulai,N.51 Bukit Batu,female,overall,overall,39.3
1/1/2022,Johor,P.163 Kulai,N.51 Bukit Batu,male,overall,overall,42.6
1/1/2020,Johor,P.163 Kulai,N.52 Senai,both,overall,overall,128.381
1/1/2020,Johor,P.163 Kulai,N.52 Senai,both,overall,citizen,91.804
1/1/2020,Johor,P.163 Kulai,N.52 Senai,both,overall,noncitizen,36.577
1/1/2020,Johor,P.163 Kulai,N.52 Senai,female,overall,overall,54.211
1/1/2020,Johor,P.163 Kulai,N.52 Senai,male,overall,overall,74.17
1/1/2021,Johor,P.163 Kulai,N.52 Senai,both,overall,overall,128.699
1/1/2021,Johor,P.163 Kulai,N.52 Senai,both,overall,citizen,94
1/1/2021,Johor,P.163 Kulai,N.52 Senai,both,overall,noncitizen,34.7
1/1/2021,Johor,P.163 Kulai,N.52 Senai,female,overall,overall,54.6
1/1/2021,Johor,P.163 Kulai,N.52 Senai,male,overall,overall,74.1
1/1/2022,Johor,P.163 Kulai,N.52 Senai,both,overall,overall,128.8
1/1/2022,Johor,P.163 Kulai,N.52 Senai,both,overall,citizen,96.1
1/1/2022,Johor,P.163 Kulai,N.52 Senai,both,overall,noncitizen,32.7
1/1/2022,Johor,P.163 Kulai,N.52 Senai,female,overall,overall,54.9
1/1/2022,Johor,P.163 Kulai,N.52 Senai,male,overall,overall,73.9
1/1/2020,Johor,P.164 Pontian,N.53 Benut,both,overall,overall,29.033
1/1/2020,Johor,P.164 Pontian,N.53 Benut,both,overall,citizen,27.53
1/1/2020,Johor,P.164 Pontian,N.53 Benut,both,overall,noncitizen,1.503
1/1/2020,Johor,P.164 Pontian,N.53 Benut,female,overall,overall,13.925
1/1/2020,Johor,P.164 Pontian,N.53 Benut,male,overall,overall,15.108
1/1/2021,Johor,P.164 Pontian,N.53 Benut,both,overall,overall,29.1
1/1/2021,Johor,P.164 Pontian,N.53 Benut,both,overall,citizen,27.7
1/1/2021,Johor,P.164 Pontian,N.53 Benut,both,overall,noncitizen,1.4
1/1/2021,Johor,P.164 Pontian,N.53 Benut,female,overall,overall,14
1/1/2021,Johor,P.164 Pontian,N.53 Benut,male,overall,overall,15.1
1/1/2022,Johor,P.164 Pontian,N.53 Benut,both,overall,overall,29.1
1/1/2022,Johor,P.164 Pontian,N.53 Benut,both,overall,citizen,27.8
1/1/2022,Johor,P.164 Pontian,N.53 Benut,both,overall,noncitizen,1.3
1/1/2022,Johor,P.164 Pontian,N.53 Benut,female,overall,overall,14.1
1/1/2022,Johor,P.164 Pontian,N.53 Benut,male,overall,overall,15
1/1/2020,Johor,P.164 Pontian,N.54 Pulai Sebatang,both,overall,overall,52.745
1/1/2020,Johor,P.164 Pontian,N.54 Pulai Sebatang,both,overall,citizen,49.94
1/1/2020,Johor,P.164 Pontian,N.54 Pulai Sebatang,both,overall,noncitizen,2.805
1/1/2020,Johor,P.164 Pontian,N.54 Pulai Sebatang,female,overall,overall,25.031
1/1/2020,Johor,P.164 Pontian,N.54 Pulai Sebatang,male,overall,overall,27.714
1/1/2021,Johor,P.164 Pontian,N.54 Pulai Sebatang,both,overall,overall,52.9
1/1/2021,Johor,P.164 Pontian,N.54 Pulai Sebatang,both,overall,citizen,50.3
1/1/2021,Johor,P.164 Pontian,N.54 Pulai Sebatang,both,overall,noncitizen,2.6
1/1/2021,Johor,P.164 Pontian,N.54 Pulai Sebatang,female,overall,overall,25.2
1/1/2021,Johor,P.164 Pontian,N.54 Pulai Sebatang,male,overall,overall,27.7
1/1/2022,Johor,P.164 Pontian,N.54 Pulai Sebatang,both,overall,overall,52.9
1/1/2022,Johor,P.164 Pontian,N.54 Pulai Sebatang,both,overall,citizen,50.5
1/1/2022,Johor,P.164 Pontian,N.54 Pulai Sebatang,both,overall,noncitizen,2.4
1/1/2022,Johor,P.164 Pontian,N.54 Pulai Sebatang,female,overall,overall,25.3
1/1/2022,Johor,P.164 Pontian,N.54 Pulai Sebatang,male,overall,overall,27.6
1/1/2020,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,both,overall,overall,51.711
1/1/2020,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,both,overall,citizen,45.325
1/1/2020,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,both,overall,noncitizen,6.386
1/1/2020,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,female,overall,overall,22.844
1/1/2020,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,male,overall,overall,28.867
1/1/2021,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,both,overall,overall,51.8
1/1/2021,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,both,overall,citizen,45.9
1/1/2021,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,both,overall,noncitizen,6
1/1/2021,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,female,overall,overall,23
1/1/2021,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,male,overall,overall,28.8
1/1/2022,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,both,overall,overall,51.9
1/1/2022,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,both,overall,citizen,46.3
1/1/2022,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,both,overall,noncitizen,5.5
1/1/2022,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,female,overall,overall,23.1
1/1/2022,Johor,P.165 Tanjung Piai,N.55 Pekan Nanas,male,overall,overall,28.8
1/1/2020,Johor,P.165 Tanjung Piai,N.56 Kukup,both,overall,overall,39.829
1/1/2020,Johor,P.165 Tanjung Piai,N.56 Kukup,both,overall,citizen,37.188
1/1/2020,Johor,P.165 Tanjung Piai,N.56 Kukup,both,overall,noncitizen,2.641
1/1/2020,Johor,P.165 Tanjung Piai,N.56 Kukup,female,overall,overall,18.271
1/1/2020,Johor,P.165 Tanjung Piai,N.56 Kukup,male,overall,overall,21.558
1/1/2021,Johor,P.165 Tanjung Piai,N.56 Kukup,both,overall,overall,39.9
1/1/2021,Johor,P.165 Tanjung Piai,N.56 Kukup,both,overall,citizen,37.5
1/1/2021,Johor,P.165 Tanjung Piai,N.56 Kukup,both,overall,noncitizen,2.5
1/1/2021,Johor,P.165 Tanjung Piai,N.56 Kukup,female,overall,overall,18.4
1/1/2021,Johor,P.165 Tanjung Piai,N.56 Kukup,male,overall,overall,21.5
1/1/2022,Johor,P.165 Tanjung Piai,N.56 Kukup,both,overall,overall,40
1/1/2022,Johor,P.165 Tanjung Piai,N.56 Kukup,both,overall,citizen,37.7
1/1/2022,Johor,P.165 Tanjung Piai,N.56 Kukup,both,overall,noncitizen,2.3
1/1/2022,Johor,P.165 Tanjung Piai,N.56 Kukup,female,overall,overall,18.5
1/1/2022,Johor,P.165 Tanjung Piai,N.56 Kukup,male,overall,overall,21.5
1/1/2020,Sabah,P.167 Kudat,N.01 Banggi,both,overall,overall,9.431
1/1/2020,Sabah,P.167 Kudat,N.01 Banggi,both,overall,citizen,6.766
1/1/2020,Sabah,P.167 Kudat,N.01 Banggi,both,overall,noncitizen,2.665
1/1/2020,Sabah,P.167 Kudat,N.01 Banggi,female,overall,overall,4.606
1/1/2020,Sabah,P.167 Kudat,N.01 Banggi,male,overall,overall,4.825
1/1/2021,Sabah,P.167 Kudat,N.01 Banggi,both,overall,overall,9.4
1/1/2021,Sabah,P.167 Kudat,N.01 Banggi,both,overall,citizen,6.9
1/1/2021,Sabah,P.167 Kudat,N.01 Banggi,both,overall,noncitizen,2.5
1/1/2021,Sabah,P.167 Kudat,N.01 Banggi,female,overall,overall,4.6
1/1/2021,Sabah,P.167 Kudat,N.01 Banggi,male,overall,overall,4.8
1/1/2022,Sabah,P.167 Kudat,N.01 Banggi,both,overall,overall,9.4
1/1/2022,Sabah,P.167 Kudat,N.01 Banggi,both,overall,citizen,7
1/1/2022,Sabah,P.167 Kudat,N.01 Banggi,both,overall,noncitizen,2.4
1/1/2022,Sabah,P.167 Kudat,N.01 Banggi,female,overall,overall,4.6
1/1/2022,Sabah,P.167 Kudat,N.01 Banggi,male,overall,overall,4.8
1/1/2020,Sabah,P.167 Kudat,N.02 Bengkoka,both,overall,overall,18.399
1/1/2020,Sabah,P.167 Kudat,N.02 Bengkoka,both,overall,citizen,17.793
1/1/2020,Sabah,P.167 Kudat,N.02 Bengkoka,both,overall,noncitizen,0.606
1/1/2020,Sabah,P.167 Kudat,N.02 Bengkoka,female,overall,overall,8.787
1/1/2020,Sabah,P.167 Kudat,N.02 Bengkoka,male,overall,overall,9.612
1/1/2021,Sabah,P.167 Kudat,N.02 Bengkoka,both,overall,overall,18.4
1/1/2021,Sabah,P.167 Kudat,N.02 Bengkoka,both,overall,citizen,17.8
1/1/2021,Sabah,P.167 Kudat,N.02 Bengkoka,both,overall,noncitizen,0.6
1/1/2021,Sabah,P.167 Kudat,N.02 Bengkoka,female,overall,overall,8.8
1/1/2021,Sabah,P.167 Kudat,N.02 Bengkoka,male,overall,overall,9.6
1/1/2022,Sabah,P.167 Kudat,N.02 Bengkoka,both,overall,overall,18.2
1/1/2022,Sabah,P.167 Kudat,N.02 Bengkoka,both,overall,citizen,17.7
1/1/2022,Sabah,P.167 Kudat,N.02 Bengkoka,both,overall,noncitizen,0.5
1/1/2022,Sabah,P.167 Kudat,N.02 Bengkoka,female,overall,overall,8.7
1/1/2022,Sabah,P.167 Kudat,N.02 Bengkoka,male,overall,overall,9.5
1/1/2020,Sabah,P.167 Kudat,N.03 Pitas,both,overall,overall,19.362
1/1/2020,Sabah,P.167 Kudat,N.03 Pitas,both,overall,citizen,17.976
1/1/2020,Sabah,P.167 Kudat,N.03 Pitas,both,overall,noncitizen,1.386
1/1/2020,Sabah,P.167 Kudat,N.03 Pitas,female,overall,overall,9.415
1/1/2020,Sabah,P.167 Kudat,N.03 Pitas,male,overall,overall,9.947
1/1/2021,Sabah,P.167 Kudat,N.03 Pitas,both,overall,overall,19.3
1/1/2021,Sabah,P.167 Kudat,N.03 Pitas,both,overall,citizen,18
1/1/2021,Sabah,P.167 Kudat,N.03 Pitas,both,overall,noncitizen,1.3
1/1/2021,Sabah,P.167 Kudat,N.03 Pitas,female,overall,overall,9.4
1/1/2021,Sabah,P.167 Kudat,N.03 Pitas,male,overall,overall,9.9
1/1/2022,Sabah,P.167 Kudat,N.03 Pitas,both,overall,overall,19.2
1/1/2022,Sabah,P.167 Kudat,N.03 Pitas,both,overall,citizen,18
1/1/2022,Sabah,P.167 Kudat,N.03 Pitas,both,overall,noncitizen,1.2
1/1/2022,Sabah,P.167 Kudat,N.03 Pitas,female,overall,overall,9.3
1/1/2022,Sabah,P.167 Kudat,N.03 Pitas,male,overall,overall,9.9
1/1/2020,Sabah,P.167 Kudat,N.04 Tanjong Kapor,both,overall,overall,45.362
1/1/2020,Sabah,P.167 Kudat,N.04 Tanjong Kapor,both,overall,citizen,41.099
1/1/2020,Sabah,P.167 Kudat,N.04 Tanjong Kapor,both,overall,noncitizen,4.263
1/1/2020,Sabah,P.167 Kudat,N.04 Tanjong Kapor,female,overall,overall,22.416
1/1/2020,Sabah,P.167 Kudat,N.04 Tanjong Kapor,male,overall,overall,22.946
1/1/2021,Sabah,P.167 Kudat,N.04 Tanjong Kapor,both,overall,overall,45.3
1/1/2021,Sabah,P.167 Kudat,N.04 Tanjong Kapor,both,overall,citizen,41.2
1/1/2021,Sabah,P.167 Kudat,N.04 Tanjong Kapor,both,overall,noncitizen,4
1/1/2021,Sabah,P.167 Kudat,N.04 Tanjong Kapor,female,overall,overall,22.3
1/1/2021,Sabah,P.167 Kudat,N.04 Tanjong Kapor,male,overall,overall,22.9
1/1/2022,Sabah,P.167 Kudat,N.04 Tanjong Kapor,both,overall,overall,45
1/1/2022,Sabah,P.167 Kudat,N.04 Tanjong Kapor,both,overall,citizen,41.3
1/1/2022,Sabah,P.167 Kudat,N.04 Tanjong Kapor,both,overall,noncitizen,3.7
1/1/2022,Sabah,P.167 Kudat,N.04 Tanjong Kapor,female,overall,overall,22.2
1/1/2022,Sabah,P.167 Kudat,N.04 Tanjong Kapor,male,overall,overall,22.8
1/1/2020,Sabah,P.168 Kota Marudu,N.05 Matunggong,both,overall,overall,34.457
1/1/2020,Sabah,P.168 Kota Marudu,N.05 Matunggong,both,overall,citizen,33.116
1/1/2020,Sabah,P.168 Kota Marudu,N.05 Matunggong,both,overall,noncitizen,1.341
1/1/2020,Sabah,P.168 Kota Marudu,N.05 Matunggong,female,overall,overall,16.94
1/1/2020,Sabah,P.168 Kota Marudu,N.05 Matunggong,male,overall,overall,17.517
1/1/2021,Sabah,P.168 Kota Marudu,N.05 Matunggong,both,overall,overall,34.4
1/1/2021,Sabah,P.168 Kota Marudu,N.05 Matunggong,both,overall,citizen,33.1
1/1/2021,Sabah,P.168 Kota Marudu,N.05 Matunggong,both,overall,noncitizen,1.3
1/1/2021,Sabah,P.168 Kota Marudu,N.05 Matunggong,female,overall,overall,16.9
1/1/2021,Sabah,P.168 Kota Marudu,N.05 Matunggong,male,overall,overall,17.5
1/1/2022,Sabah,P.168 Kota Marudu,N.05 Matunggong,both,overall,overall,34.2
1/1/2022,Sabah,P.168 Kota Marudu,N.05 Matunggong,both,overall,citizen,33
1/1/2022,Sabah,P.168 Kota Marudu,N.05 Matunggong,both,overall,noncitizen,1.2
1/1/2022,Sabah,P.168 Kota Marudu,N.05 Matunggong,female,overall,overall,16.8
1/1/2022,Sabah,P.168 Kota Marudu,N.05 Matunggong,male,overall,overall,17.4
1/1/2020,Sabah,P.168 Kota Marudu,N.06 Bandau,both,overall,overall,35.063
1/1/2020,Sabah,P.168 Kota Marudu,N.06 Bandau,both,overall,citizen,33.787
1/1/2020,Sabah,P.168 Kota Marudu,N.06 Bandau,both,overall,noncitizen,1.276
1/1/2020,Sabah,P.168 Kota Marudu,N.06 Bandau,female,overall,overall,16.992
1/1/2020,Sabah,P.168 Kota Marudu,N.06 Bandau,male,overall,overall,18.071
1/1/2021,Sabah,P.168 Kota Marudu,N.06 Bandau,both,overall,overall,35
1/1/2021,Sabah,P.168 Kota Marudu,N.06 Bandau,both,overall,citizen,33.8
1/1/2021,Sabah,P.168 Kota Marudu,N.06 Bandau,both,overall,noncitizen,1.2
1/1/2021,Sabah,P.168 Kota Marudu,N.06 Bandau,female,overall,overall,16.9
1/1/2021,Sabah,P.168 Kota Marudu,N.06 Bandau,male,overall,overall,18.1
1/1/2022,Sabah,P.168 Kota Marudu,N.06 Bandau,both,overall,overall,34.8
1/1/2022,Sabah,P.168 Kota Marudu,N.06 Bandau,both,overall,citizen,33.7
1/1/2022,Sabah,P.168 Kota Marudu,N.06 Bandau,both,overall,noncitizen,1.1
1/1/2022,Sabah,P.168 Kota Marudu,N.06 Bandau,female,overall,overall,16.8
1/1/2022,Sabah,P.168 Kota Marudu,N.06 Bandau,male,overall,overall,17.9
1/1/2020,Sabah,P.168 Kota Marudu,N.07 Tandek,both,overall,overall,30.478
1/1/2020,Sabah,P.168 Kota Marudu,N.07 Tandek,both,overall,citizen,29.289
1/1/2020,Sabah,P.168 Kota Marudu,N.07 Tandek,both,overall,noncitizen,1.189
1/1/2020,Sabah,P.168 Kota Marudu,N.07 Tandek,female,overall,overall,14.838
1/1/2020,Sabah,P.168 Kota Marudu,N.07 Tandek,male,overall,overall,15.64
1/1/2021,Sabah,P.168 Kota Marudu,N.07 Tandek,both,overall,overall,30.4
1/1/2021,Sabah,P.168 Kota Marudu,N.07 Tandek,both,overall,citizen,29.3
1/1/2021,Sabah,P.168 Kota Marudu,N.07 Tandek,both,overall,noncitizen,1.1
1/1/2021,Sabah,P.168 Kota Marudu,N.07 Tandek,female,overall,overall,14.8
1/1/2021,Sabah,P.168 Kota Marudu,N.07 Tandek,male,overall,overall,15.6
1/1/2022,Sabah,P.168 Kota Marudu,N.07 Tandek,both,overall,overall,30.2
1/1/2022,Sabah,P.168 Kota Marudu,N.07 Tandek,both,overall,citizen,29.2
1/1/2022,Sabah,P.168 Kota Marudu,N.07 Tandek,both,overall,noncitizen,1
1/1/2022,Sabah,P.168 Kota Marudu,N.07 Tandek,female,overall,overall,14.7
1/1/2022,Sabah,P.168 Kota Marudu,N.07 Tandek,male,overall,overall,15.5
1/1/2020,Sabah,P.169 Kota Belud,N.08 Pintasan,both,overall,overall,19.371
1/1/2020,Sabah,P.169 Kota Belud,N.08 Pintasan,both,overall,citizen,18.604
1/1/2020,Sabah,P.169 Kota Belud,N.08 Pintasan,both,overall,noncitizen,0.767
1/1/2020,Sabah,P.169 Kota Belud,N.08 Pintasan,female,overall,overall,9.771
1/1/2020,Sabah,P.169 Kota Belud,N.08 Pintasan,male,overall,overall,9.6
1/1/2021,Sabah,P.169 Kota Belud,N.08 Pintasan,both,overall,overall,19.3
1/1/2021,Sabah,P.169 Kota Belud,N.08 Pintasan,both,overall,citizen,18.6
1/1/2021,Sabah,P.169 Kota Belud,N.08 Pintasan,both,overall,noncitizen,0.7
1/1/2021,Sabah,P.169 Kota Belud,N.08 Pintasan,female,overall,overall,9.7
1/1/2021,Sabah,P.169 Kota Belud,N.08 Pintasan,male,overall,overall,9.6
1/1/2022,Sabah,P.169 Kota Belud,N.08 Pintasan,both,overall,overall,19.2
1/1/2022,Sabah,P.169 Kota Belud,N.08 Pintasan,both,overall,citizen,18.5
1/1/2022,Sabah,P.169 Kota Belud,N.08 Pintasan,both,overall,noncitizen,0.7
1/1/2022,Sabah,P.169 Kota Belud,N.08 Pintasan,female,overall,overall,9.7
1/1/2022,Sabah,P.169 Kota Belud,N.08 Pintasan,male,overall,overall,9.5
1/1/2020,Sabah,P.169 Kota Belud,N.09 Tempasuk,both,overall,overall,20.188
1/1/2020,Sabah,P.169 Kota Belud,N.09 Tempasuk,both,overall,citizen,19.844
1/1/2020,Sabah,P.169 Kota Belud,N.09 Tempasuk,both,overall,noncitizen,0.344
1/1/2020,Sabah,P.169 Kota Belud,N.09 Tempasuk,female,overall,overall,10.168
1/1/2020,Sabah,P.169 Kota Belud,N.09 Tempasuk,male,overall,overall,10.02
1/1/2021,Sabah,P.169 Kota Belud,N.09 Tempasuk,both,overall,overall,20.2
1/1/2021,Sabah,P.169 Kota Belud,N.09 Tempasuk,both,overall,citizen,19.8
1/1/2021,Sabah,P.169 Kota Belud,N.09 Tempasuk,both,overall,noncitizen,0.3
1/1/2021,Sabah,P.169 Kota Belud,N.09 Tempasuk,female,overall,overall,10.1
1/1/2021,Sabah,P.169 Kota Belud,N.09 Tempasuk,male,overall,overall,10
1/1/2022,Sabah,P.169 Kota Belud,N.09 Tempasuk,both,overall,overall,20
1/1/2022,Sabah,P.169 Kota Belud,N.09 Tempasuk,both,overall,citizen,19.7
1/1/2022,Sabah,P.169 Kota Belud,N.09 Tempasuk,both,overall,noncitizen,0.3
1/1/2022,Sabah,P.169 Kota Belud,N.09 Tempasuk,female,overall,overall,10.1
1/1/2022,Sabah,P.169 Kota Belud,N.09 Tempasuk,male,overall,overall,9.9
1/1/2020,Sabah,P.169 Kota Belud,N.10 Usukan,both,overall,overall,34.458
1/1/2020,Sabah,P.169 Kota Belud,N.10 Usukan,both,overall,citizen,32.453
1/1/2020,Sabah,P.169 Kota Belud,N.10 Usukan,both,overall,noncitizen,2.005
1/1/2020,Sabah,P.169 Kota Belud,N.10 Usukan,female,overall,overall,16.993
1/1/2020,Sabah,P.169 Kota Belud,N.10 Usukan,male,overall,overall,17.465
1/1/2021,Sabah,P.169 Kota Belud,N.10 Usukan,both,overall,overall,34.4
1/1/2021,Sabah,P.169 Kota Belud,N.10 Usukan,both,overall,citizen,32.5
1/1/2021,Sabah,P.169 Kota Belud,N.10 Usukan,both,overall,noncitizen,1.9
1/1/2021,Sabah,P.169 Kota Belud,N.10 Usukan,female,overall,overall,16.9
1/1/2021,Sabah,P.169 Kota Belud,N.10 Usukan,male,overall,overall,17.5
1/1/2022,Sabah,P.169 Kota Belud,N.10 Usukan,both,overall,overall,34.2
1/1/2022,Sabah,P.169 Kota Belud,N.10 Usukan,both,overall,citizen,32.4
1/1/2022,Sabah,P.169 Kota Belud,N.10 Usukan,both,overall,noncitizen,1.7
1/1/2022,Sabah,P.169 Kota Belud,N.10 Usukan,female,overall,overall,16.8
1/1/2022,Sabah,P.169 Kota Belud,N.10 Usukan,male,overall,overall,17.3
1/1/2020,Sabah,P.169 Kota Belud,N.11 Kadamaian,both,overall,overall,33.226
1/1/2020,Sabah,P.169 Kota Belud,N.11 Kadamaian,both,overall,citizen,32.269
1/1/2020,Sabah,P.169 Kota Belud,N.11 Kadamaian,both,overall,noncitizen,0.957
1/1/2020,Sabah,P.169 Kota Belud,N.11 Kadamaian,female,overall,overall,16.366
1/1/2020,Sabah,P.169 Kota Belud,N.11 Kadamaian,male,overall,overall,16.86
1/1/2021,Sabah,P.169 Kota Belud,N.11 Kadamaian,both,overall,overall,33.2
